Artist,Spotify_Artist,Track,Track_ID
SAINt JHN,SAINt JHN,Roses,0zLCBJZSiELJf02ucPP9wb
The Weeknd,The Weeknd,Repeat After Me (Interlude),40U8d12pC5UHqmHwXjHjjl
The Weeknd,The Weeknd,Until I Bleed Out,2BcnxwxBuar5wjCaLqm5N3
NLE Choppa Featuring Roddy Ricch,NLE Choppa,Walk Em Down,1Z0cZI0UzNbP9L8MzzGxqf
Kelsea Ballerini x Halsey,Kelsea Ballerini x Halsey,The Other Girl,3CS5zwqrjggxlRD0QGJAva
"NAV, Gunna & Travis Scott","NAV, Gunna",Turks,0lSZh5W0wDeurkGzLYY6hf
Dua Lipa,Dua Lipa,Break My Heart,56y3Cg2Sn3ngR67vyhQDi5
PARTYNEXTDOOR & Rihanna,PARTYNEXTDOOR,Believe It,4HDCLYli2SUdkq9OjmvhSD
Travis Denning,Travis Denning,After A Few,1z6wl2rwKatfmza6usanWw
Florida Georgia Line,Florida Georgia Line,I Love My Country,0clSHsrHl2irBkObcLEZqS
Sam Hunt,Sam Hunt,Hard To Forget,10xuH52YSXHWFwCaF1fsDd
Kane Brown & John Legend,Kane Brown,Last Time I Say Sorry,3gAaDDoBipWZzGBMwK194e
JP Saxe Featuring Julia Michaels,JP Saxe,If The World Was Ending,2kJwzbxV2ppxnQoYw4GLBZ
Drake,Drake,Toosie Slide,127QTOFJsJQp5LbJbu3A1y
DaBaby,DaBaby,Find My Way,1gVCEnryJhkdQcuC0Kbvor
Rod Wave,Rod Wave,Fuck The World,4zbSIYErBaRCPiZeodadtS
Rod Wave,Rod Wave,Pray 4 Love,4Uxr9N0AWejJFBy3qyXprX
"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",Thomas Rhett,Be A Light,5o6dFqafETxZNqUFt9ZqAC
Rod Wave,Rod Wave,Thief In The Night,0KVNgZI1y3YTITnwITuEvj
Future,Future,Tycoon,05TpY5Fov3Hgfp8V1KILZ8
Rod Wave,Rod Wave,I Remember,5B47BFhAuIzJ6ZwxZPVI1i
Rod Wave,Rod Wave,The Greatest,4tnLapnaoDS46c9CBRUqpE
Miranda Lambert,Miranda Lambert,Bluebird,0kPeZAyIhIfeZNrtfjJGDB
Rod Wave,Rod Wave,Ribbon In The Sky,5qPfvvKDCoXG3rzgztsJQG
Kenny Chesney,Kenny Chesney,Here And Now,7qRVyZDt1Caftkk8CQlKtk
Rod Wave,Rod Wave,Thug Life,5naCF6qs5PXR4UTGecayNP
Rod Wave,Rod Wave,No Weakness,7u5awC3KHNZTfHcnFwZdAb
twenty one pilots,twenty one pilots,Level Of Concern,6xZ4Q2k2ompmDppyeESIY8
Tory Lanez,Tory Lanez,Stupid Again,1fPnUpoXCpD2NDI4vPVeLw
Selena Gomez,Selena Gomez,Boyfriend,4QnC1bIaMSfDQvF4XDhV5M
Tory Lanez,Tory Lanez,Broke In A Minute,4xqIYGwwZTEem9U8A42SPF
Arcangel x Sech,Arcangel x Sech,Sigues Con El,7sQKy5vlPQllr0k9IjYJv3
Maddie & Tae,Maddie,Die From A Broken Heart,3DA4SE262k6rdEtlHteNyq
Polo G,Polo G,DND,58GJNfq2m0Qr5nIUCDbXVQ
Scotty McCreery,Scotty McCreery,In Between,2IuazAsyvbb3fFZb0Uvsmk
Regard,Regard,Ride It.,2tnVG71enUj33Ic2nFN6kZ
Rod Wave,Rod Wave,Girl Of My Dreams,65QRS8iMQ1TsQ93fPZIZ4i
Doja Cat,Doja Cat,Boss Bitch,78qd8dvwea0Gosb6Fe6j3k
DaBaby Featuring Roddy Ricch,DaBaby,Rockstar,7ytR5pFWmSjzHJIeQkgog4
DaBaby Featuring YoungBoy Never Broke Again,DaBaby,Jump,0oT9ElXYSxvnOOagP9efDq
Playboi Carti,Playboi Carti,@ MEH,5UusfWUMMLEXLMc1ViNZoe
Sam Smith & Demi Lovato,Sam Smith,I'm Ready,1fipvP2zmef6vN2IwXfJhY
DaBaby Featuring Quavo,DaBaby,PICK UP,5gNOINI5dXZVom2b36LMOd
DaBaby Featuring Ashanti & Megan Thee Stallion,DaBaby,NASTY,3oHiR89Y8gn6xt3YGAAzFj
DaBaby Featuring Future & jetsonmade,DaBaby,LIGHTSKIN SH*T,16oi4OiKmkO51l60F5R9kR
Morgan Wallen,Morgan Wallen,More Than My Hometown,5OELUCYgOHKFAvCERnAvfS
DaBaby,DaBaby,CAN'T STOP,1ImNE2D8vw3ZoFCHMfHvXq
DaBaby,DaBaby,BLAME IT ON BABY,0jWm0VyD8p3MrSInczpows
DaBaby,DaBaby,SAD SHIT,6ChpgWt7s2ksM1Y3l0D9sk
DaBaby Featuring A Boogie Wit da Hoodie & London On Da Track,DaBaby,DROP,5rFGVn8fCFjnRwCebW0XbS
DaBaby,DaBaby,TALK ABOUT IT,3QSLoxRguKgK0knOG7EGyn
DaBaby,DaBaby,CHAMPION,19eeh4pgEGHdSTc26U1y89
Kelly Clarkson,Kelly Clarkson,I Dare You,3VIax1djj7lwVQ18IkrJZg
Don Toliver,Don Toliver,After Party,527k23H0A4Q0UJN3vGs0Da
Keith Urban,Keith Urban,God Whispered Your Name,7Ce11Oh1kConF6UlkBWnaZ
"THE SCOTTS, Travis Scott & Kid Cudi","THE SCOTTS, Travis Scott",The Scotts,39Yp9wwQiSRIDOvrVg7mbk
Juice WRLD,Juice WRLD,Righteous,5dOxHHMOFAbG3VH23t0xNm
Lil Baby,Lil Baby,All In,1ZRjLZcNTm1vUgrexBp3px
Lil Uzi Vert,Lil Uzi Vert,Sasuke,0ROE31C8Wu4neZoR9stM9e
Kane Brown,Kane Brown,Cool Again,5P3oaNpPDVLRJsL3152SEs
YoungBoy Never Broke Again,YoungBoy Never Broke Again,Ain't Easy,485RHcQUM5qotAlfutUhwT
StaySolidRocky,StaySolidRocky,Party Girl,5RqR4ZCCKJDcBLIn4sih9l
YoungBoy Never Broke Again,YoungBoy Never Broke Again,Diamonds,7jx8tZVzfOAYK6bwP1mwqN
YoungBoy Never Broke Again Featuring Sherhonda Gaulden,YoungBoy Never Broke Again,Bout My Business,6vXJljkoTUWjPXFRfuBbgZ
YoungBoy Never Broke Again,YoungBoy Never Broke Again,Rough Ryder,73C80fhriFzangrzWVO4Zp
Carrie Underwood,Carrie Underwood,Drinking Alone,4objxuNfJlJHomkRIPa2Y2
YoungBoy Never Broke Again Featuring DaBaby,YoungBoy Never Broke Again,Thug Of Spades,2iz3EDFoPOjPRZs9wt5iNh
Drake Featuring Playboi Carti,Drake,Pain 1993,6Kj17Afjo1OKJYpf5VzCeo
Drake Featuring Giveon,Drake,Chicago Freestyle,4wVOKKEHUJxHCFFNUWDn0B
"Future, Drake & Young Thug","Future, Drake",D4L,5fHrHoJKfCgBd35zwIBmUK
Drake Featuring Chris Brown,Drake,Not You Too,3Q4gttWQ6hxqWOa3tHoTNi
Drake Featuring Future,Drake,Desires,7eYAHC0RbBF9eaqWzT34Aq
Marshmello & Halsey,Marshmello,Be Kind,3Z8FwOEN59mRMxDCtb8N0A
Drake,Drake,Time Flies,5H4mXWKcicuLKDn4Jy0sK7
Drake,Drake,Deep Pockets,3IvMYBE7A3c7to1aEcfFJk
Drake Featuring Fivio Foreign & Sosa Geek,Drake,Demons,05aZ9sAU1YXndHv0FMi9iW
Drake,Drake,When To Say When,5TCBWmEBrin7etRa4Lswr1
Drake,Drake,Landed,3KixNgUEaDtrKJVzdqjU5q
Drake,Drake,From Florida With Love,0YkUwXxnTkeJBvt5upeEtP
Drake,Drake,Losses,6fLVTVaHWaEfVKfEgbkf4D
Drake,Drake,War,1I55Ea0zVoSKs6MqW7DQ3i
Luke Combs,Luke Combs,Six Feet Apart,3aMUiKCIXJeurR5ppEMJZD
Lil Baby & 42 Dugg,Lil Baby,We Paid,6gxKUmycQX7uyMwJcweFjp
Lil Baby,Lil Baby,Social Distancing,1RrQK0BIyxZaOooNDVSEaZ
Lil Baby,Lil Baby,Low Down,5m0yZ33oOy0yYBtdTXuxQe
Lil Baby,Lil Baby,Humble,6heRfvHrUIIPx9TqRg8SCq
Luke Bryan,Luke Bryan,One Margarita,6NhS5LwYbJ6xD7BGvlWRJO
Young T & Bugsey Featuring Headie One,Young T,Don't Rush,not found
Ariana Grande & Justin Bieber,Ariana Grande,Stuck With U,4HBZA5flZLE435QTztThqH
6ix9ine,6ix9ine,Gooba,4NhDYoQTYCdWHTvlbGVgwo
Lil Durk Featuring Lil Baby & Polo G,Lil Durk,3 Headed Goat,2h4cmbyb6S7e8igDZIITJU
Kehlani Featuring Tory Lanez,Kehlani,Can I,0uDdI4fAXCuNhQbmxENdsO
Lil Tjay Featuring Fivio Foreign & Pop Smoke,Lil Tjay,Zoo York,3Ddny34bFoYBb8dIGq5lwp
Kehlani,Kehlani,Toxic,5nexAvWNhwg51EavnDgViy
Chris Brown & Young Thug,Chris Brown,Go Crazy,1IIKrJVP1C9N7iPtG6eOsK
Kehlani Featuring Jhene Aiko,Kehlani,Change Your Life,1YqXXJDSlDHrp66g9as4uo
Moneybagg Yo,Moneybagg Yo,Me Vs Me,1lUTmmPMAsxZBR2iK9CKDF
Lil Durk,Lil Durk,Viral Moment,6w8vxB8I2QKZupDfxg9QTe
Polo G Featuring Juice WRLD,Polo G,Flex,2QqJTIlGKRLJC3onkavYEz
Future Featuring Travis Scott,Future,Solitaires,4kfeRwpq5KUaqTkgi4TbDF
Jonas Brothers Featuring Karol G,Jonas Brothers,X,77fvnWALKJR0ws1VUx09CY
Future Featuring YoungBoy Never Broke Again,Future,Trillionaire,740kQ8xwSGloumdiKR5Cwz
Katy Perry,Katy Perry,Daisies,5IsqD7p1fiJQYeiEUS27sQ
Future,Future,Trapped In The Sun,6QeUzTuBoasiii8nevDciq
Future Featuring Lil Uzi Vert,Future,All Bad,021lWIHJrURZrmvYQ1xcM8
Polo G Featuring Lil Baby,Polo G,Be Something,65jw6GhwQW3Db55PxlPEpS
Polo G,Polo G,Martin & Gina,1VLtjHwRWOVJiE5Py7JxoQ
Polo G,Polo G,21,3JKgcAa7r07ocVWcV8bS0H
Future,Future,Hard To Choose One,66z5CuZkqkb18VhFTRwbZk
Future,Future,Ridin Strikers,6PHbWsTTlmQKF9i9VC1KFv
Future,Future,Hitek Tek,5v1STk4ZTTDrhgCs6LD3nd
Future,Future,Too Comfortable,0biVzpdI2z0vAxwfU9xuuA
Future,Future,Posted With Demons,7enaBBJnekyUCcXRuwGEH6
Future,Future,Touch The Sky,29s4u1adFGLWtGehbR5xkq
Future,Future,One Of My,12ZpiGAd2uPgJiofgoZMue
Future Featuring Young Thug,Future,Harlem Shake,3cFHCXuBZKMJd8Q4Wt8RB3
Polo G,Polo G,Don't Believe The Hype,3TciLI5wo7RddPtAFhiU9V
Polo G,Polo G,Beautiful Pain (Losin My Mind),4SIB2yxKoFOrbkjA4zfQbB
Polo G,Polo G,33,2iW6Hb6kfrz2K7EhPibFiq
Polo G,Polo G,I Know,40j4RoqmLiivqzRObbQ4BF
Lady Gaga & Ariana Grande,Lady Gaga,Rain On Me,24ySl2hOPGCDcxBxFIqWBu
Gunna Featuring Young Thug,Gunna,Dollaz On My Head,3nS9a01VvXHQriLqJYwRqG
Gunna Featuring Roddy Ricch,Gunna,Cooler Than A Bitch,5LHHKZOwV8XW4LJP2C64mw
Gunna Featuring Travis Scott,Gunna,Top Floor,4YhJ3a6kBPGJWX4Ek77sDd
Gunna,Gunna,Wunna,0y7Ao3CVJsyKFmqdjutiIF
Gunna Featuring Lil Baby,Gunna,Blindfold,02mYw61RoS1vXvkD9Q5dpN
Migos Featuring YoungBoy Never Broke Again,Migos,Need It,1cMMVJ4FDqhCci9efd1BU6
Gunna,Gunna,Argentina,4LkEHc33eXcXFQNwxruw7W
Gunna,Gunna,Met Gala,4loM16743hROPC6uIJG6wM
Agust D,Agust D,Daechwita,0H4ugk6rhnXmTl47ayy9O5
Gunna,Gunna,Nasty Girl / On Camera,2f8y4CuG57UJEmkG3ujd0D
Gunna,Gunna,MOTW,0JZUiKHoEDpsLvXfeqbZxV
Gunna,Gunna,Gimmick,3IaxObCWKEaGtIT78GsEpP
Gunna,Gunna,Feigning,7qaoXmlsSrndaQeDRPpOeW
Surf Mesa Featuring Emilee,Surf Mesa,ily,62aP9fBQKYKxi7PDXwcUAS
Lady Gaga & BLACKPINK,Lady Gaga,Sour Candy,1IWNylpZ477gIVUDpJL66u
Juice WRLD & Trippie Redd,Juice WRLD,Tell Me U Luv Me,5JAYDuLRkODlVt6dgoalKk
Rosalia & Travis Scott,Rosalia,TKN,4w47S36wQGBhGg073q3nt7
Jason Aldean,Jason Aldean,Got What I Got,4TCc369aRPRubv1m8R1TBG
LOCASH,LOCASH,One Big Country Song,28uL97M3whSL1UWqr7hsNh
"Lil Yachty & Tierra Whack Featuring A$AP Rocky & Tyler, The Creator",Lil Yachty,T.D,0gO3E51A3fqp0ypJ26QbVP
Lady Gaga,Lady Gaga,Alice,41A89rj3GoMG6ktN37L7PG
Anuel AA & Bad Bunny,Anuel AA,Hasta Que Dios Diga,06s3QtMJVXw1AJX3UfvZG1
Justin Moore,Justin Moore,Why We Drink,4lSfhHd5Knwl8yQw2cVjAD
Kygo & OneRepublic,Kygo,Lose Somebody,7xbWAw3LMgRMn4omR5yVn3
Lee Brice,Lee Brice,One Of Them Girls,14GwnOeC9qYEKEA6uOZepa
Doja Cat Featuring Gucci Mane,Doja Cat,Like That,4EivmOT13NMpNSfTKn9p4s
HARDY Featuring Lauren Alaina & Devin Dawson,HARDY,One Beer,5Y05LYM8LhnQN78GqfjSeK
Meek Mill,Meek Mill,Otherside Of America,3JBvJ9PwrYA1oeUzI3FMRI
Sleepy Hallow,Sleepy Hallow,Deep End Freestyle,2AlYncTpVHKwHb55F9lF6O
"Black Eyed Peas, Ozuna + J.Rey Soul","Black Eyed Peas, Ozuna + J.Rey Soul",Mamacita,2mP3RZC3I6gPzOhOpWNzhx
Ashley McBryde,Ashley McBryde,One Night Standards,47qZzTLLJcuD69AIKnquo4
Brantley Gilbert,Brantley Gilbert,Hard Days,2AqbOAAgaNRygNIJYcM69I
Kane Brown,Kane Brown,Worldwide Beautiful,431M98gFekRc9HdNfgWc7N
6ix9ine & Nicki Minaj,6ix9ine,Trollz,3dVvWnj4D8JGkKvo6Hucso
Lil Baby,Lil Baby,The Bigger Picture,44gRhRi2OhEf7moAUj6MD1
Pop Smoke Featuring Rowdy Rebel,Pop Smoke,Make It Rain,4TgHt7vKCimpywaiKfl0uj
Kid LAROI & Juice WRLD,Kid LAROI,Go!,2rPHUAeUPbNgTmK18FPTiZ
NLE Choppa,NLE Choppa,Shotta Flow 5,1orjH4IkSH9VrWmRCToKV8
J. Cole,J. Cole,Snow On Tha Bluff,1oOEkBNp4zWnkD7nWjJdog
Tyla Yaweh & Post Malone,Tyla Yaweh,Tommy Lee,5QZKcQDp0tCcvMdyqEciBV
Jawsh 685 x Jason Derulo,Jawsh 685 x Jason Derulo,Savage Love (Laxed - Siren Beat),1xQ6trAsedVPCdbtDAmk0c
Chloe X Halle,Chloe X Halle,Do It,35Dh5MnCUPLN3XyAVtQff3
Chris Janson,Chris Janson,Done,693NFnfJZt16AFDaZqlflo
Zac Brown Band,Zac Brown Band,The Man Who Loves You The Most,58DvikiJcEjow3Skg80yxX
J.I The Prince Of N.Y,J.I The Prince Of N.Y,Need Me,2dzja72gQodveSpguIQGJl
Beyonce,Beyonce,Black Parade,2qzUpSVI4NnPyWxbXwumTj
A Boogie Wit da Hoodie,A Boogie Wit da Hoodie,Bleed,5XzombolzpiaOSTdj1W0VS
Breland,Breland,My Truck,6jGyDvL1Rf4XfwTb25o1HN
YoungBoy Never Broke Again Featuring Lil Baby,YoungBoy Never Broke Again,One Shot,6HM2tjTLqJi0poAkCdnNTB
Parker McCollum,Parker McCollum,Pretty Heart,6vC90OOjZR165Hw8CpsqEm
AJR,AJR,Bang!,53BHUFdQphHiZUUG3nx9zn
Megan Thee Stallion,Megan Thee Stallion,Girls In The Hood,6WbTTAGKrQtCQvmc5BuYfh
BLACKPINK,BLACKPINK,How You Like That,4SFknyjLcyTLJFPKD2m96o
Kanye West Featuring Travis Scott,Kanye West,Wash Us In The Blood,7mEUjhl6aTztdHCrxoTgBG
6LACK Featuring Lil Baby,6LACK,Know My Rights,7fsNNSLGG8Wi0nFbufCU6L
Trevor Daniel x Selena Gomez,Trevor Daniel x Selena Gomez,Past Life,4P6IttK2PRBjyr3fm0pP7t
Eric Church,Eric Church,Stick That In Your Country Song,5lH14PEjAXYuMTz0Dd4L1D
Luke Combs,Luke Combs,Lovin' On You,0nYvjcSlCgjcwogQAwIwNp
Rod Wave Featuring ATR Son Son,Rod Wave,Rags2Riches,0qJeyYAgv6UpvewUxRXAhb
Tim McGraw,Tim McGraw,I Called Mama,2oWuBmQtYMx3LEgahIsJvs
Pop Smoke Featuring Lil Baby & DaBaby,Pop Smoke,For The Night,0PvFJmanyNQMseIFrU708S
Pop Smoke Featuring 50 Cent & Roddy Ricch,Pop Smoke,The Woo,1H7KnK26kc1YyellpbINEn
Pop Smoke,Pop Smoke,Got It On Me,25zlnOAzbVoOzIeXSvQFf1
Pop Smoke Featuring Quavo,Pop Smoke,Aim For The Moon,6O7fPYTsb2mY0PiFt2ymDB
Pop Smoke,Pop Smoke,Gangstas,1hg3RlqFZXJb5YgRoK9qmF
Pop Smoke,Pop Smoke,44 Bulldog,7sjFIZ1g5QLJLGja3k592K
Pop Smoke,Pop Smoke,Something Special,5kkaSMcf4BFlhRRICCKZb6
Pop Smoke,Pop Smoke,Yea Yea,0bjgQ24UZGwKikldIyEOgf
Pop Smoke Featuring Lil Tjay,Pop Smoke,Mood Swings,5rZlwNFl01HqLWBQGryKSm
Pop Smoke,Pop Smoke,What You Know Bout Love,1tkg4EHVoqnhR6iFEXb60y
Pop Smoke Featuring Quavo & Future,Pop Smoke,Snitchin,2FhEj9lvEIaJihjFprRrGt
Pop Smoke,Pop Smoke,Bad Bitch From Tokyo (Intro),4OGIeHtYhRTJ8iW21UUyZW
Pop Smoke Featuring Karol G,Pop Smoke,Enjoy Yourself,3NWrHCwvyII4fTx05PN3IO
Pop Smoke Featuring Swae Lee,Pop Smoke,Creature,3eV2WT9YhfzkxbufnBF8wK
Moneybagg Yo,Moneybagg Yo,Said Sum,3sKz6Sd72K0ofPWcJPPk6H
Pop Smoke Featuring Tyga & Quavo,Pop Smoke,West Coast Shit,1JDhNQ0oOT7XpclZn3aQ8F
Juice WRLD X Halsey,Juice WRLD X Halsey,Life's A Mess,5wWAwzGp2OaaoIkwcz6wZs
Pop Smoke Featuring King Combs,Pop Smoke,Diana,4Tc9PHEoeP17PQj3OOKXPu
Pop Smoke,Pop Smoke,Tunnel Vision (Outro),2SxR5RitJdsG6wINvJLBSD
6ix9ine,6ix9ine,YaYa,6EfBMJQwe2xLgldra6DaYp
Juice WRLD x Marshmello,Juice WRLD x Marshmello,Come & Go,2Y0wPrPQBrGhoLn14xRYCG
Juice WRLD,Juice WRLD,Wishing Well,2U5WueTLIK5WJLD7mvDODv
Juice WRLD,Juice WRLD,Conversations,4K06PO78fW4mnBVenxGNob
Juice WRLD & Marshmello Featuring Polo G & The Kid LAROI,Juice WRLD,Hate The Other Side,0ada5XsQGLPUVbmTCkAP49
Juice WRLD,Juice WRLD,Blood On My Jeans,0fCwrjKfWxF3xQhZrYUw4T
Juice WRLD,Juice WRLD,Titanic,1YM6c2sxbf2Jacl9IFgn4I
Juice WRLD,Juice WRLD,Bad Energy,7d94IqWX2UmSKMGUYSGFJG
Kid Cudi & Eminem,Kid Cudi,The Adventures Of Moon Man & Slim Shady,38iBrrbbXyWaSPkmuDNgjZ
Juice WRLD,Juice WRLD,Stay High,21CkzgKCBCq5V4XKjiGSIj
Juice WRLD,Juice WRLD,Fighting Demons,0440JCJyIAmINA8KcYgFb5
Juice WRLD,Juice WRLD,Up Up And Away,7pbg3ABlAZv2NiIdKbBBFm
Juice WRLD,Juice WRLD,Screw Juice,4F6YLjakjqWFTgC5qfEwPQ
Juice WRLD,Juice WRLD,I Want It,2SVx3uds6jTWALFxevIWMA
Juice WRLD,Juice WRLD,Can't Die,4PPLJAEYBSOcnzr9TZoqf9
Juice WRLD,Juice WRLD,Man Of The Year,7AvprzMsRJpybaalckaT8c
Kane Brown With Swae Lee & Khalid,Kane Brown With Swae Lee,Be Like That,not found
Summer Walker,Summer Walker,Let It Go,6qwLieyhZ2vhn3xuIOrw32
Summer Walker & PARTYNEXTDOOR,Summer Walker,My Affection,2aSM4sbNN7cSmpYOG0sf46
Saweetie,Saweetie,Tap In,4Hpib09wXgD84w4uwTPnYD
DJ Khaled Featuring Drake,DJ Khaled,Popstar,6EDO9iiTtwNv6waLwa1UUq
DJ Khaled Featuring Drake,DJ Khaled,Greece,35RJhm1pEovTBwnNR0zWad
Topic & A7S,Topic,Breaking Me,3H7ihDc1dqLriiWXwsc2po
J. Cole,J. Cole,the.climb.back,5lLNBIyjp72btcnrjBG751
Taylor Swift,Taylor Swift,Cardigan,4R2kfaDFhslZEMJqAFNpdd
Taylor Swift,Taylor Swift,The 1,0Jlcvv8IykzHaSmj49uNW8
Taylor Swift Featuring Bon Iver,Taylor Swift,Exile,4pvb0WLRcMtbPGmtejJJ6y
Taylor Swift,Taylor Swift,The Last Great American Dynasty,2Eeur20xVqfUoM3Q7EFPFt
Taylor Swift,Taylor Swift,My Tears Ricochet,1MgV7FIyNxIG7WzMRJV5HC
Taylor Swift,Taylor Swift,August,3hUxzQpSfdDqwM3ZTFQY0K
Taylor Swift,Taylor Swift,Mirrorball,0ZNU020wNYvgW84iljPkPP
Taylor Swift,Taylor Swift,Seven,6KJqZcs9XDgVck7Lg9QOTC
Taylor Swift,Taylor Swift,Invisible String,6VsvKPJ4xjVNKpI8VVZ3SV
Taylor Swift,Taylor Swift,This Is Me Trying,7kt9e9LFSpN1zQtYEl19o1
Taylor Swift,Taylor Swift,Betty,5kI4eCXXzyuIUXjQra0Cxi
Taylor Swift,Taylor Swift,Illicit Affairs,2NmsngXHeC1GQ9wWrzhOMf
Maroon 5,Maroon 5,Nobody's Love,2ST72jD2KVe7f3fbcGyX1b
Taylor Swift,Taylor Swift,Mad Woman,2QDyYdZyhlP2fp79KZX8Bi
J. Cole,J. Cole,Lion King On Ice,1ZvBVbsaNqHEP6ymXaPGlj
Blake Shelton Featuring Gwen Stefani,Blake Shelton,Happy Anywhere,6LVzOLJkzG3C4hLNOdaBry
Taylor Swift,Taylor Swift,Epiphany,08fa9LFcFBTcilB3iq2e2A
Taylor Swift,Taylor Swift,Peace,7MbT4I8qGntX4fMdqMQgke
"J Balvin, Dua Lipa, Bad Bunny & Tainy","J Balvin, Dua Lipa, Bad Bunny",Un Dia (One Day),0EhpEsp4L0oRGM0vmeaN5e
Taylor Swift,Taylor Swift,Hoax,6MWoRt97mnSTXZhu3ggi9C
Logic,Logic,Perfect,5jbDih9bLGmI8ycUKkN5XA
Billie Eilish,Billie Eilish,My Future,2ygvZOXrIeVL4xZmAWJT2C
A$AP Ferg Featuring  Nicki Minaj & MadeinTYO,A$AP Ferg,Move Ya Hips,13v5IXnvO2BccWwOx5rb4s
Dan + Shay,Dan + Shay,I Should Probably Go To Bed,5ovVcYo2MvjVydFwFyaaqy
DaBaby x Stunna 4 Vegas,DaBaby x Stunna 4 Vegas,No Dribble,1gIlID64VBhXDDnzGDdn09
Cardi B Featuring Megan Thee Stallion,Cardi B,WAP,4Oun2ylbjFKMPTiaSbbCih
Juice WRLD & The Weeknd,Juice WRLD,Smile,6wQlQrTY5mVS8EGaFZVwVF
Rod Wave,Rod Wave,Letter From Houston,16UIEoHFNZB9hzTvDO7m8m
Ava Max,Ava Max,Kings & Queens,7a53HqqArd4b9NF4XAmlbI
Machine Gun Kelly X blackbear,Machine Gun Kelly X blackbear,My Ex's Best Friend,7kDUspsoYfLkWnZR7qwHZl
24kGoldn Featuring iann dior,24kGoldn,Mood,4jPy3l0RUwlUI9T5XHBW2m
Rod Wave,Rod Wave,Freestyle,5qDvFFyctACHvs2gi3uu71
Jameson Rodgers,Jameson Rodgers,Some Girls,54eUv9Q3D9MZuOGS5PSflp
Nio Garcia x Anuel AA x Myke Towers x Brray x Juanka,Nio Garcia x Anuel AA x Myke Towers x Brray x Juanka,La Jeepeta,1mohfLaTJtB2RplHLQVM70
Mulatto,Mulatto,B*tch From da Souf,6tLWt7gkvvTSjS6OfJjiyJ
Drake Featuring Lil Durk,Drake,Laugh Now Cry Later,2SAqBLGA283SUiwJ3xOUVI
Morgan Wallen,Morgan Wallen,7 Summers,4obHzpwGrjoTuZh2DItEMZ
Miley Cyrus,Miley Cyrus,Midnight Sky,27ycaQnQAxaPiyeg3nr2aB
YoungBoy Never Broke Again,YoungBoy Never Broke Again,Kacey Talk,1SF8piqsZWn86DajVKih8F
Conan Gray,Conan Gray,Heather,4xqrdfXkTW4T0RauPLv3WA
Internet Money & Gunna Featuring Don Toliver & NAV,Internet Money,Lemonade,02kDW379Yfd5PzW5A6vuGt
Money Man Featuring Lil Baby,Money Man,24,7v96VvFLS0wSYT8kewNLRy
Ozuna x Karol G x Myke Towers,Ozuna x Karol G x Myke Towers,Caramelo,2uu2aGqA2UblCg581Q7l1g
Chase Rice,Chase Rice,Lonely If You Are,1iyE0UwRtLUBf9OqLfFGSp
BTS,BTS,Dynamite,4saklk6nie3yiGePpBwUoc
Travis Scott,Travis Scott,The Plan,551xyaSJsg8hILXFq9JdST
Maluma & The Weeknd,Maluma,Hawai,0GzuHFG4Ql6DoyxFRnIk3F
YoungBoy Never Broke Again,YoungBoy Never Broke Again,All In,7CdoE8U5DwrwCaLoyf3ME0
Tate McRae,Tate McRae,You Broke Me First.,45bE4HXI0AwGZXfZtMp8JR
Nas Featuring Fivio Foreign & A$AP Ferg,Nas,Spicy,661wc0CTq5MbppEG6zYP5n
BLACKPINK X Selena Gomez,BLACKPINK X Selena Gomez,Ice Cream,4JUPEh2DVSXFGExu4Uxevz
Calvin Harris X The Weeknd,Calvin Harris X The Weeknd,Over Now,58AGoOGbwsQMhBbH0eFLRR
Chris Stapleton,Chris Stapleton,Starting Over,3TNSVsiFngfe68UJpMq1oS
Internet Money Featuring Juice WRLD & Trippie Redd,Internet Money,Blastoff,2rFsFjq0D9JAmc0APpCO6P
Ty Dolla $ign Featuring Nicki Minaj,Ty Dolla $ign,Expensive,7qyVkNoeZbtwG8nENYv4eY
WhoHeem,WhoHeem,Lets Link,6fMzgFFGzWCwiHMzDzNpp5
Jon Pardi,Jon Pardi,Ain't Always The Cowboy,77XoAnllT85lmR9WP0D8dS
SZA Featuring Ty Dolla $ign,SZA,Hit Different,7Bar1kLTmsRmH6FCKKMEyU
Lil Durk,Lil Durk,The Voice,7eO7rOwH5qVD3UWpO97qTI
"Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko","Sech, Daddy Yankee",Relacion,35UUpTmrcFXNIVIN26ujXl
Big Sean Featuring Post Malone,Big Sean,Wolves,33gwZOGJWEZ7dRWPqPxBEZ
Big Sean Featuring Travis Scott,Big Sean,Lithuania,4VLTxHOyFX5FRtkpsFm5Pc
Big Sean Featuring Nipsey Hussle,Big Sean,Deep Reverence,1C4EqJ63vKISOJT700fLBh
Russell Dickerson,Russell Dickerson,Love You Like I Used To,1D7cfiC5mxqHfTCcOiRBej
Big Sean Featuring Ty Dolla $ign & Jhene Aiko,Big Sean,Body Language,6FXsrAH7Zol1jusSeJIoYA
Matt Stell,Matt Stell,Everywhere But On,0ifYeH4gNXEyba41xr3I1w
Big Sean,Big Sean,Why Would I Stop?,46hDiH4YvAWXE04GskkIHS
YoungBoy Never Broke Again Featuring Lil Wayne,YoungBoy Never Broke Again,My Window,7IECs9d4Rrlpa7tiHOCE1w
